,municipio,latitude,longitude,ddd,estado
2988,Massapê do Piauí,-7.47469,-41.1103,89,PI
2989,Massaranduba,-7.18995,-35.7848,83,PB
2990,Massaranduba,-26.6109,-49.0054,47,SC
2991,Mata,-29.5649,-54.4641,55,RS
2992,Mata de São João,-12.5307,-38.3009,71,BA
2993,Mata Grande,-9.11824,-37.7323,82,AL
2994,Mata Roma,-3.62035,-43.1112,98,MA
2995,Mata Verde,-15.6869,-40.7366,33,MG
2996,Matão,-21.6025,-48.364,16,SP
2997,Mataraca,-6.59673,-35.0531,83,PB
2998,Mateiros,-10.5464,-46.4168,63,TO
2999,Matelândia,-25.2496,-53.9935,45,PR
3000,Materlândia,-18.4699,-43.0579,33,MG
3001,Mateus Leme,-19.9794,-44.4318,31,MG
3002,Mathias Lobato,-18.59,-41.9166,33,MG
3003,Matias Barbosa,-21.869,-43.3135,32,MG
3004,Matias Cardoso,-14.8563,-43.9146,38,MG
3005,Matias Olímpio,-3.71492,-42.5507,86,PI
3006,Matina,-13.9109,-42.8439,77,BA
3007,Matinha,-3.09849,-45.035,98,MA
3008,Matinhas,-7.12486,-35.7669,83,PB
3009,Matinhos,-25.8237,-48.549,41,PR
3010,Matipó,-20.2873,-42.3401,31,MG
3011,Mato Castelhano,-28.28,-52.1932,54,RS
3012,Mato Grosso,-6.54018,-37.7279,83,PB
3013,Mato Leitão,-29.5285,-52.1278,51,RS
3014,Mato Queimado,-28.252,-54.6159,55,RS
3015,Mato Rico,-24.6995,-52.1454,42,PR
3016,Mato Verde,-15.3944,-42.86,38,MG
3017,Matões,-5.51359,-43.2018,99,MA
3018,Matões do Norte,-3.6244,-44.5468,98,MA
3019,Matos Costa,-26.4709,-51.1501,49,SC
3020,Matozinhos,-19.5543,-44.0868,31,MG
3021,Matrinchã,-15.4342,-50.7456,62,GO
3022,Matriz de Camaragibe,-9.15437,-35.5243,82,AL
3023,Matupá,-10.1821,-54.9467,66,MT
3024,Maturéia,-7.26188,-37.351,83,PB
3025,Matutina,-19.2179,-45.9664,34,MG
3026,Mauá,-23.6677,-46.4613,11,SP
3027,Mauá da Serra,-23.8988,-51.2277,43,PR
3028,Maués,-3.39289,-57.7067,92,AM
3029,Maurilândia,-17.9719,-50.3388,64,GO
3030,Maurilândia do Tocantins,-5.95169,-47.5125,63,TO
3031,Mauriti,-7.38597,-38.7708,88,CE
3032,Maxaranguape,-5.52181,-35.2631,84,RN
3033,Maximiliano de Almeida,-27.6325,-51.802,54,RS
3034,Mazagão,-0.11336,-51.2891,96,AP
3035,Medeiros,-19.9865,-46.2181,37,MG
3036,Medeiros Neto,-17.3707,-40.2238,73,BA
3037,Medianeira,-25.2977,-54.0943,45,PR
3038,Medicilândia,-3.44637,-52.8875,93,PA
3039,Medina,-16.2245,-41.4728,33,MG
3040,Meleiro,-28.8244,-49.6378,48,SC
3041,Melgaço,-1.8032,-50.7149,91,PA
3042,Mendes,-22.5245,-43.7312,24,RJ
3043,Mendes Pimentel,-18.6631,-41.4052,33,MG
3044,Mendonça,-21.1757,-49.5791,17,SP
3045,Mercedes,-24.4538,-54.1618,45,PR
3046,Mercês,-21.1976,-43.3337,32,MG
3047,Meridiano,-20.3579,-50.1811,17,SP
3048,Meruoca,-3.53974,-40.4531,88,CE
3049,Mesópolis,-19.9684,-50.6326,17,SP
3050,Mesquita,-22.8028,-43.4601,21,RJ
3051,Mesquita,-19.224,-42.6079,33,MG
3052,Messias,-9.39384,-35.8392,82,AL
3053,Messias Targino,-6.07194,-37.5158,84,RN
3054,Miguel Alves,-4.16857,-42.8963,86,PI
3055,Miguel Calmon,-11.4299,-40.6031,74,BA
3056,Miguel Leão,-5.68077,-42.7436,86,PI
3057,Miguel Pereira,-22.4572,-43.4803,24,RJ
3058,Miguelópolis,-20.1796,-48.031,16,SP
3059,Milagres,-7.29749,-38.9378,88,CE
3060,Milagres,-12.8646,-39.8611,75,BA
3061,Milagres do Maranhão,-3.57443,-42.6131,98,MA
3062,Milhã,-5.67252,-39.1875,88,CE
3063,Milton Brandão,-4.68295,-41.4173,86,PI
3064,Mimoso de Goiás,-15.0515,-48.1611,62,GO
3065,Mimoso do Sul,-21.0628,-41.3615,28,ES
3066,Minaçu,-13.5304,-48.2206,62,GO
3067,Minador do Negrão,-9.31236,-36.8696,82,AL
3068,Minas do Leão,-30.1346,-52.0423,51,RS
3069,Minas Novas,-17.2156,-42.5884,33,MG
3070,Minduri,-21.6797,-44.6051,35,MG
3071,Mineiros,-17.5654,-52.5537,64,GO
3072,Mineiros do Tietê,-22.412,-48.451,14,SP
3073,Ministro Andreazza,-11.196,-61.5174,69,RO
3074,Mira Estrela,-19.9789,-50.139,17,SP
3075,Mirabela,-16.256,-44.1602,38,MG
3076,Miracatu,-24.2766,-47.4625,13,SP
3077,Miracema,-21.4148,-42.1938,22,RJ
3078,Miracema do Tocantins,-9.56556,-48.393,63,TO
3079,Mirador,-6.37454,-44.3683,99,MA
3080,Mirador,-23.255,-52.7761,44,PR
3081,Miradouro,-20.8899,-42.3458,32,MG
3082,Miraguaí,-27.497,-53.6891,55,RS
3083,Miraí,-21.2021,-42.6122,32,MG
3084,Miraíma,-3.56867,-39.9663,88,CE
3085,Miranda,-20.2355,-56.3746,67,MS
3086,Miranda do Norte,-3.56313,-44.5814,98,MA
3087,Mirandiba,-8.12113,-38.7388,87,PE
3088,Mirandópolis,-21.1313,-51.1035,18,SP
3089,Mirangaba,-10.961,-40.574,74,BA
3090,Miranorte,-9.52907,-48.5922,63,TO
3091,Mirante,-14.2385,-40.7718,77,BA
3092,Mirante da Serra,-11.029,-62.6696,69,RO
3093,Mirante do Paranapanema,-22.2904,-51.9084,18,SP
3094,Miraselva,-22.9657,-51.4846,43,PR
3095,Mirassol,-20.8169,-49.5206,17,SP
3096,Mirassol d'Oeste,-15.6759,-58.0951,65,MT
3097,Mirassolândia,-20.6179,-49.4617,17,SP
3098,Miravânia,-14.7348,-44.4092,38,MG
3099,Mirim Doce,-27.197,-50.0786,47,SC
3100,Mirinzal,-2.07094,-44.7787,98,MA
3101,Missal,-25.0919,-54.2477,45,PR
3102,Missão Velha,-7.23522,-39.143,88,CE
3103,Mocajuba,-2.5831,-49.5042,91,PA
3104,Mococa,-21.4647,-47.0024,19,SP
3105,Modelo,-26.7729,-53.04,49,SC
3106,Moeda,-20.3399,-44.0509,31,MG
3107,Moema,-19.8387,-45.4127,37,MG
3108,Mogeiro,-7.28517,-35.4832,83,PB
3109,Mogi das Cruzes,-23.5208,-46.1854,11,SP
3110,Mogi Guaçu,-22.3675,-46.9428,19,SP
3111,Mogi Mirim,-22.4332,-46.9532,19,SP
3112,Moiporá,-16.5434,-50.739,64,GO
3113,Moita Bonita,-10.5769,-37.3512,79,SE
3114,Moju,-1.88993,-48.7668,91,PA
3115,Mojuí dos Campos,-2.6822,-54.6425,93,PA
3116,Mombaça,-5.73844,-39.63,88,CE
3117,Mombuca,-22.9285,-47.559,19,SP
3118,Monção,-3.48125,-45.2496,98,MA
3119,Monções,-20.8509,-50.0975,17,SP
3120,Mondaí,-27.1008,-53.4032,49,SC
3121,Mongaguá,-24.0809,-46.6265,13,SP
3122,Monjolos,-18.3245,-44.118,38,MG
3123,Monsenhor Gil,-5.562,-42.6075,86,PI
3124,Monsenhor Hipólito,-6.99275,-41.026,89,PI
3125,Monsenhor Paulo,-21.7579,-45.5391,35,MG
3126,Monsenhor Tabosa,-4.79102,-40.0646,88,CE
3127,Montadas,-7.08848,-35.9592,83,PB
3128,Montalvânia,-14.4197,-44.3719,38,MG
3129,Montanha,-18.1303,-40.3668,27,ES
3130,Montanhas,-6.48522,-35.2842,84,RN
3131,Montauri,-28.6462,-52.0767,54,RS
3132,Monte Alegre,-1.99768,-54.0724,93,PA
3133,Monte Alegre,-6.07063,-35.3253,84,RN
3134,Monte Alegre de Goiás,-13.2552,-46.8928,62,GO
3135,Monte Alegre de Minas,-18.869,-48.881,34,MG
3136,Monte Alegre de Sergipe,-10.0256,-37.5616,79,SE
3137,Monte Alegre do Piauí,-9.75364,-45.3037,89,PI
3138,Monte Alegre do Sul,-22.6817,-46.681,19,SP
3139,Monte Alegre dos Campos,-28.6805,-50.7834,54,RS
3140,Monte Alto,-21.2655,-48.4971,16,SP
3141,Monte Aprazível,-20.768,-49.7184,17,SP
3142,Monte Azul,-15.1514,-42.8718,38,MG
3143,Monte Azul Paulista,-20.9065,-48.6387,17,SP
3144,Monte Belo,-21.3271,-46.3635,35,MG
3145,Monte Belo do Sul,-29.1607,-51.6333,54,RS
3146,Monte Carlo,-27.2239,-50.9808,49,SC
3147,Monte Carmelo,-18.7302,-47.4912,34,MG
3148,Monte Castelo,-26.461,-50.2327,47,SC
3149,Monte Castelo,-21.2981,-51.5679,18,SP
3150,Monte das Gameleiras,-6.43698,-35.7831,84,RN
3151,Monte do Carmo,-10.7611,-48.1114,63,TO
3152,Monte Formoso,-16.8691,-41.2473,33,MG
3153,Monte Horebe,-7.20402,-38.5838,83,PB
3154,Monte Mor,-22.945,-47.3122,19,SP
3155,Monte Negro,-10.2458,-63.29,69,RO
3156,Monte Santo,-10.4374,-39.3321,75,BA
3157,Monte Santo de Minas,-21.1873,-46.9753,35,MG
3158,Monte Santo do Tocantins,-10.0075,-48.9941,63,TO
3159,Monte Sião,-22.4335,-46.573,35,MG
3160,Monteiro,-7.88363,-37.1184,83,PB
3161,Monteiro Lobato,-22.9544,-45.8407,12,SP
3162,Monteirópolis,-9.60357,-37.2505,82,AL
3163,Montenegro,-29.6824,-51.4679,51,RS
3164,Montes Altos,-5.83067,-47.0673,99,MA
3165,Montes Claros,-16.7282,-43.8578,38,MG
3166,Montes Claros de Goiás,-16.0059,-51.3979,62,GO
3167,Montezuma,-15.1702,-42.4941,38,MG
3168,Montividiu,-17.4439,-51.1728,64,GO
3169,Montividiu do Norte,-13.3485,-48.6853,62,GO
3170,Morada Nova,-5.09736,-38.3702,88,CE
3171,Morada Nova de Minas,-18.5998,-45.3584,37,MG
3172,Moraújo,-3.46311,-40.6776,88,CE
3173,Moreilândia,-7.61931,-39.546,87,PE
3174,Moreira Sales,-24.0509,-53.0102,44,PR
3175,Moreno,-8.10871,-35.0835,81,PE
3176,Mormaço,-28.6968,-52.6999,54,RS
3177,Morpará,-11.5569,-43.2766,77,BA
3178,Morretes,-25.4744,-48.8345,41,PR
3179,Morrinhos,-17.7334,-49.1059,64,GO
3180,Morrinhos,-3.23426,-40.1233,88,CE
3181,Morrinhos do Sul,-29.3578,-49.9328,51,RS
3182,Morro Agudo,-20.7288,-48.0581,16,SP
3183,Morro Agudo de Goiás,-15.3184,-50.0553,62,GO
3184,Morro Cabeça no Tempo,-9.71891,-43.9072,89,PI
3185,Morro da Fumaça,-28.6511,-49.2169,48,SC
3186,Morro da Garça,-18.5356,-44.601,38,MG
3187,Morro do Chapéu,-11.5488,-41.1565,74,BA
3188,Morro do Chapéu do Piauí,-3.73337,-42.3024,86,PI
3189,Morro do Pilar,-19.2236,-43.3795,31,MG
3190,Morro Grande,-28.8006,-49.7214,48,SC
3191,Morro Redondo,-31.5887,-52.6261,53,RS
3192,Morro Reuter,-29.5379,-51.0811,51,RS
3193,Morros,-2.85379,-44.0357,98,MA
3194,Mortugaba,-15.0225,-42.3727,77,BA
3195,Morungaba,-22.8811,-46.7896,11,SP
3196,Mossâmedes,-16.124,-50.2136,64,GO
3197,Mossoró,-5.18374,-37.3474,84,RN
3198,Mostardas,-31.1054,-50.9167,51,RS
3199,Motuca,-21.5103,-48.1538,16,SP
3200,Mozarlândia,-14.7457,-50.5713,62,GO
3201,Muaná,-1.53936,-49.2224,91,PA
3202,Mucajaí,2.43998,-60.9096,95,RR
3203,Mucambo,-3.90271,-40.7452,88,CE
3204,Mucugê,-13.0053,-41.3703,75,BA
3205,Muçum,-29.163,-51.8714,51,RS
3206,Mucuri,-18.0754,-39.5565,73,BA
3207,Mucurici,-18.0965,-40.52,27,ES
3208,Muitos Capões,-28.3132,-51.1836,54,RS
3209,Muliterno,-28.3253,-51.7697,54,RS
3210,Mulungu,-7.02525,-35.46,83,PB
3211,Mulungu,-4.30294,-38.9951,85,CE
3212,Mulungu do Morro,-11.9648,-41.6374,74,BA
3213,Mundo Novo,-11.8541,-40.4714,74,BA
3214,Mundo Novo,-23.9355,-54.281,67,MS
3215,Mundo Novo,-13.7729,-50.2814,62,GO
3216,Munhoz,-22.6092,-46.362,35,MG
3217,Munhoz de Melo,-23.1487,-51.7737,44,PR
3218,Muniz Ferreira,-13.0092,-39.1092,75,BA
3219,Muniz Freire,-20.4652,-41.4156,28,ES
3220,Muquém de São Francisco,-12.065,-43.5497,77,BA
3221,Muqui,-20.9509,-41.346,28,ES
3222,Muriaé,-21.13,-42.3693,32,MG
3223,Muribeca,-10.4271,-36.9588,79,SE
3224,Murici,-9.30682,-35.9428,82,AL
3225,Murici dos Portelas,-3.319,-42.094,86,PI
3226,Muricilândia,-7.14669,-48.6091,63,TO
3227,Muritiba,-12.6329,-38.9921,75,BA
3228,Murutinga do Sul,-20.9908,-51.2774,18,SP
3229,Mutuípe,-13.2284,-39.5044,75,BA
3230,Mutum,-19.8121,-41.4407,33,MG
3231,Mutunópolis,-13.7303,-49.2745,62,GO
3232,Muzambinho,-21.3692,-46.5213,35,MG
3233,Nacip Raydan,-18.4544,-42.2481,33,MG
3234,Nantes,-22.6156,-51.24,18,SP
3235,Nanuque,-17.8481,-40.3533,33,MG
3236,Não-Me-Toque,-28.4548,-52.8182,54,RS
3237,Naque,-19.2291,-42.3312,33,MG
3238,Narandiba,-22.4057,-51.5274,18,SP
3239,Natal,-5.79357,-35.1986,84,RN
3240,Natalândia,-16.5021,-46.4874,38,MG
3241,Natércia,-22.1158,-45.5123,35,MG
3242,Natividade,-11.7034,-47.7223,63,TO
3243,Natividade,-21.039,-41.9697,22,RJ
3244,Natividade da Serra,-23.3707,-45.4468,12,SP
3245,Natuba,-7.63514,-35.5586,83,PB
3246,Navegantes,-26.8943,-48.6546,47,SC
3247,Naviraí,-23.0618,-54.1995,67,MS
3248,Nazaré,-13.0235,-39.0108,75,BA
3249,Nazaré,-6.37496,-47.6643,63,TO
3250,Nazaré da Mata,-7.74149,-35.2193,81,PE
3251,Nazaré do Piauí,-6.97023,-42.6773,89,PI
3252,Nazaré Paulista,-23.1747,-46.3983,11,SP
3253,Nazareno,-21.2168,-44.6138,35,MG
3254,Nazarezinho,-6.9114,-38.322,83,PB
3255,Nazária,-5.35128,-42.8153,86,PI
3256,Nazário,-16.5808,-49.8817,64,GO
3257,Neópolis,-10.3215,-36.585,79,SE
3258,Nepomuceno,-21.2324,-45.235,35,MG
3259,Nerópolis,-16.4047,-49.2227,62,GO
3260,Neves Paulista,-20.843,-49.6358,17,SP
3261,Nhamundá,-2.20793,-56.7112,92,AM
3262,Nhandeara,-20.6945,-50.0436,17,SP
3263,Nicolau Vergueiro,-28.5298,-52.4676,54,RS
3264,Nilo Peçanha,-13.604,-39.1091,73,BA
3265,Nilópolis,-22.8057,-43.4233,21,RJ
3266,Nina Rodrigues,-3.46788,-43.9134,98,MA
3267,Ninheira,-15.3148,-41.7564,38,MG
3268,Nioaque,-21.1419,-55.8296,67,MS
3269,Nipoã,-20.9114,-49.7833,17,SP
3270,Niquelândia,-14.4662,-48.4599,62,GO
3271,Nísia Floresta,-6.09329,-35.1991,84,RN
3272,Niterói,-22.8832,-43.1034,21,RJ
3273,Nobres,-14.7192,-56.3284,65,MT
3274,Nonoai,-27.3689,-52.7756,54,RS
3275,Nordestina,-10.8192,-39.4297,75,BA
3276,Normandia,3.8853,-59.6204,95,RR
3277,Nortelândia,-14.454,-56.7945,65,MT
3278,Nossa Senhora Aparecida,-10.3944,-37.4517,79,SE
3279,Nossa Senhora da Glória,-10.2158,-37.4211,79,SE
3280,Nossa Senhora das Dores,-10.4854,-37.1963,79,SE
3281,Nossa Senhora das Graças,-22.9129,-51.7978,44,PR
3282,Nossa Senhora de Lourdes,-10.0772,-37.0615,79,SE
3283,Nossa Senhora de Nazaré,-4.63019,-42.173,86,PI
3284,Nossa Senhora do Livramento,-15.772,-56.3432,65,MT
3285,Nossa Senhora do Socorro,-10.8468,-37.1231,79,SE
3286,Nossa Senhora dos Remédios,-3.97574,-42.6184,86,PI
3287,Nova Aliança,-21.0156,-49.4986,17,SP
3288,Nova Aliança do Ivaí,-23.1763,-52.6032,44,PR
3289,Nova Alvorada,-28.6822,-52.1631,54,RS
3290,Nova Alvorada do Sul,-21.4657,-54.3825,67,MS
3291,Nova América,-15.0206,-49.8953,62,GO
3292,Nova América da Colina,-23.3308,-50.7168,43,PR
3293,Nova Andradina,-22.238,-53.3437,67,MS
3294,Nova Araçá,-28.6537,-51.7458,54,RS
3295,Nova Aurora,-24.5289,-53.2575,45,PR
3296,Nova Aurora,-18.0597,-48.2552,64,GO
3297,Nova Bandeirantes,-9.84977,-57.8139,66,MT
3298,Nova Bassano,-28.7291,-51.7072,54,RS
3299,Nova Belém,-18.4925,-41.1107,33,MG
3300,Nova Boa Vista,-27.9926,-52.9784,54,RS
3301,Nova Brasilândia,-14.9612,-54.9685,66,MT
3302,Nova Brasilândia D'Oeste,-11.7247,-62.3127,69,RO
3303,Nova Bréscia,-29.2182,-52.0319,51,RS
3304,Nova Campina,-24.1224,-48.9022,15,SP
3305,Nova Canaã,-14.7912,-40.1458,73,BA
3306,Nova Canaã do Norte,-10.558,-55.953,66,MT
3307,Nova Canaã Paulista,-20.3836,-50.9483,17,SP
3308,Nova Candelária,-27.6137,-54.1074,55,RS
3309,Nova Cantu,-24.6723,-52.5661,44,PR
3310,Nova Castilho,-20.7615,-50.3477,17,SP
3311,Nova Colinas,-7.12263,-46.2607,99,MA
3312,Nova Crixás,-14.0957,-50.33,62,GO
3313,Nova Cruz,-6.47511,-35.4286,84,RN
3314,Nova Era,-19.7577,-43.0333,31,MG
3315,Nova Erechim,-26.8982,-52.9066,49,SC
3316,Nova Esperança,-23.182,-52.2031,44,PR
3317,Nova Esperança do Piriá,-2.26693,-46.9731,91,PA
3318,Nova Esperança do Sudoeste,-25.9004,-53.2618,46,PR
3319,Nova Esperança do Sul,-29.4066,-54.8293,55,RS
3320,Nova Europa,-21.7765,-48.5705,16,SP
3321,Nova Fátima,-23.4324,-50.5665,43,PR
3322,Nova Fátima,-11.6031,-39.6302,75,BA
3323,Nova Floresta,-6.45056,-36.2057,83,PB
3324,Nova Friburgo,-22.2932,-42.5377,22,RJ
3325,Nova Glória,-15.145,-49.5737,62,GO
3326,Nova Granada,-20.5321,-49.3123,17,SP
3327,Nova Guarita,-10.312,-55.4061,66,MT
3328,Nova Guataporanga,-21.332,-51.6447,18,SP
3329,Nova Hartz,-29.5808,-50.9051,51,RS
3330,Nova Ibiá,-13.812,-39.6182,73,BA
3331,Nova Iguaçu,-22.7556,-43.4603,21,RJ
3332,Nova Iguaçu de Goiás,-14.2868,-49.3872,62,GO
3333,Nova Independência,-21.1026,-51.4905,18,SP
3334,Nova Iorque,-6.73047,-44.0471,99,MA
3335,Nova Ipixuna,-4.91622,-49.0822,94,PA
3336,Nova Itaberaba,-26.9428,-52.8141,49,SC
3337,Nova Itarana,-13.0241,-40.0653,73,BA
3338,Nova Lacerda,-14.4727,-59.6001,65,MT
3339,Nova Laranjeiras,-25.3054,-52.5447,42,PR
3340,Nova Lima,-19.9758,-43.8509,31,MG
3341,Nova Londrina,-22.7639,-52.9868,44,PR
3342,Nova Luzitânia,-20.856,-50.2617,17,SP
3343,Nova Mamoré,-10.4077,-65.3346,69,RO
3344,Nova Marilândia,-14.3568,-56.9696,65,MT
3345,Nova Maringá,-13.0136,-57.0908,66,MT
3346,Nova Módica,-18.4417,-41.4984,33,MG
3347,Nova Monte Verde,-9.99998,-57.5261,66,MT
3348,Nova Mutum,-13.8374,-56.0743,65,MT
3349,Nova Nazaré,-13.9486,-51.8002,66,MT
3350,Nova Odessa,-22.7832,-47.2941,19,SP
3351,Nova Olímpia,-23.4703,-53.0898,44,PR
3352,Nova Olímpia,-14.7889,-57.2886,65,MT
3353,Nova Olinda,-7.63171,-48.4252,63,TO
3354,Nova Olinda,-7.08415,-39.6713,88,CE
3355,Nova Olinda,-7.47232,-38.0382,83,PB
3356,Nova Olinda do Maranhão,-2.84227,-45.6953,98,MA
3357,Nova Olinda do Norte,-3.90037,-59.094,92,AM
3358,Nova Pádua,-29.0275,-51.3098,54,RS
3359,Nova Palma,-29.471,-53.4689,55,RS
3360,Nova Palmeira,-6.67122,-36.422,83,PB
3361,Nova Petrópolis,-29.3741,-51.1136,54,RS
3362,Nova Ponte,-19.1461,-47.6779,34,MG
3363,Nova Porteirinha,-15.7993,-43.2941,38,MG
3364,Nova Prata,-28.7799,-51.6113,54,RS
3365,Nova Prata do Iguaçu,-25.6309,-53.3469,46,PR
3366,Nova Ramada,-28.0667,-53.6992,55,RS
3367,Nova Redenção,-12.815,-41.0748,75,BA
3368,Nova Resende,-21.1286,-46.4157,35,MG
3369,Nova Roma,-13.7388,-46.8734,62,GO
3370,Nova Roma do Sul,-28.9882,-51.4095,54,RS
3371,Nova Rosalândia,-10.5651,-48.9125,63,TO
3372,Nova Russas,-4.70581,-40.5621,88,CE
3373,Nova Santa Bárbara,-23.5865,-50.7598,43,PR
3374,Nova Santa Helena,-10.8651,-55.1872,66,MT
3375,Nova Santa Rita,-29.8525,-51.2837,51,RS
3376,Nova Santa Rita,-8.09707,-42.0471,89,PI
3377,Nova Santa Rosa,-24.4693,-53.9552,45,PR
3378,Nova Serrana,-19.8713,-44.9847,37,MG
3379,Nova Soure,-11.2329,-38.4871,75,BA
3380,Nova Tebas,-24.438,-51.9454,42,PR
3381,Nova Timboteua,-1.20874,-47.3921,91,PA
3382,Nova Trento,-27.278,-48.9298,48,SC
3383,Nova Ubiratã,-12.9834,-55.2556,66,MT
3384,Nova União,-19.6876,-43.583,31,MG
3385,Nova União,-10.9068,-62.5564,69,RO
3386,Nova Venécia,-18.715,-40.4053,27,ES
3387,Nova Veneza,-28.6338,-49.5055,48,SC
3388,Nova Veneza,-16.3695,-49.3168,62,GO
3389,Nova Viçosa,-17.8926,-39.3743,73,BA
3390,Nova Xavantina,-14.6771,-52.3502,66,MT
3391,Novais,-20.9893,-48.9141,17,SP
3392,Novo Acordo,-9.97063,-47.6785,63,TO
3393,Novo Airão,-2.63637,-60.9434,92,AM
3394,Novo Alegre,-12.9217,-46.5713,63,TO
3395,Novo Aripuanã,-5.12593,-60.3732,97,AM
3396,Novo Barreiro,-27.9077,-53.1103,55,RS
3397,Novo Brasil,-16.0313,-50.7113,62,GO
3398,Novo Cabrais,-29.7338,-52.9489,51,RS
3399,Novo Cruzeiro,-17.4654,-41.8826,33,MG
3400,Novo Gama,-16.0592,-48.0417,61,DF
3401,Novo Hamburgo,-29.6875,-51.1328,51,RS
3402,Novo Horizonte,-26.4442,-52.8281,49,SC
3403,Novo Horizonte,-21.4651,-49.2234,17,SP
3404,Novo Horizonte,-12.8083,-42.1682,77,BA
3405,Novo Horizonte do Norte,-11.4089,-57.3488,66,MT
3406,Novo Horizonte do Oeste,-11.6961,-61.9951,69,RO
3407,Novo Horizonte do Sul,-22.6693,-53.8601,67,MS
3408,Novo Itacolomi,-23.7631,-51.5079,43,PR
3409,Novo Jardim,-11.826,-46.6325,63,TO
3410,Novo Lino,-8.94191,-35.664,82,AL
3411,Novo Machado,-27.5765,-54.5036,55,RS
3412,Novo Mundo,-9.95616,-55.2029,66,MT
3413,Novo Oriente,-5.52552,-40.7713,88,CE
3414,Novo Oriente de Minas,-17.4089,-41.2194,33,MG
3415,Novo Oriente do Piauí,-6.44901,-41.9261,89,PI
3416,Novo Planalto,-13.2424,-49.506,62,GO
3417,Novo Progresso,-7.14347,-55.3786,93,PA
3418,Novo Repartimento,-4.24749,-49.9499,94,PA
3419,Novo Santo Antônio,-5.28749,-41.9325,86,PI
3420,Novo Santo Antônio,-12.2875,-50.9686,66,MT
3421,Novo São Joaquim,-14.9054,-53.0194,66,MT
3422,Novo Tiradentes,-27.5649,-53.1837,55,RS
3423,Novo Triunfo,-10.3182,-38.4014,75,BA
3424,Novo Xingu,-27.749,-53.0639,54,RS
3425,Novorizonte,-16.0162,-42.4044,38,MG
3426,Nuporanga,-20.7296,-47.7429,16,SP
3427,Óbidos,-1.90107,-55.5208,93,PA
3428,Ocara,-4.48523,-38.5933,85,CE
3429,Ocauçu,-22.438,-49.922,14,SP
3430,Oeiras,-7.01915,-42.1283,89,PI
3431,Oeiras do Pará,-2.00358,-49.8628,91,PA
3432,Oiapoque,3.84074,-51.8331,96,AP
3433,Olaria,-21.8598,-43.9356,32,MG
3434,Óleo,-22.9435,-49.3419,14,SP
3435,Olho d'Água,-7.22118,-37.7406,83,PB
3436,Olho d'Água das Cunhãs,-4.13417,-45.1163,98,MA
3437,Olho d'Água das Flores,-9.53686,-37.2971,82,AL
3438,Olho d'Água do Casado,-9.50357,-37.8301,82,AL
3439,Olho D'Água do Piauí,-5.84125,-42.5594,86,PI
3440,Olho d'Água Grande,-10.0572,-36.8101,82,AL
3441,Olho-d'Água do Borges,-5.9486,-37.7047,84,RN
3442,Olhos d'Água,-17.3982,-43.5719,38,MG
3443,Olímpia,-20.7366,-48.9106,17,SP
3444,Olímpio Noronha,-22.0685,-45.2657,35,MG
3445,Olinda,-8.01017,-34.8545,81,PE
3446,Olinda Nova do Maranhão,-2.99295,-44.9897,98,MA
3447,Olindina,-11.3497,-38.3379,75,BA
3448,Olivedos,-6.98434,-36.241,83,PB
3449,Oliveira,-20.6982,-44.829,37,MG
3450,Oliveira de Fátima,-10.707,-48.9086,63,TO
3451,Oliveira dos Brejinhos,-12.3132,-42.8969,77,BA
3452,Oliveira Fortes,-21.3401,-43.4499,32,MG
3453,Olivença,-9.51954,-37.1954,82,AL
3454,Onça de Pitangui,-19.7276,-44.8058,37,MG
3455,Onda Verde,-20.6042,-49.2929,17,SP
3456,Oratórios,-20.4298,-42.7977,31,MG
3457,Oriente,-22.1549,-50.0971,14,SP
3458,Orindiúva,-20.1861,-49.3464,17,SP
3459,Oriximiná,-1.75989,-55.8579,93,PA
3460,Orizânia,-20.5142,-42.1991,32,MG
3461,Orizona,-17.0334,-48.2964,64,GO
3462,Orlândia,-20.7169,-47.8852,16,SP
3463,Orleans,-28.3487,-49.2986,48,SC
3464,Orobó,-7.74553,-35.5956,81,PE
3465,Orocó,-8.61026,-39.6026,87,PE
3466,Orós,-6.25182,-38.9053,88,CE
3467,Ortigueira,-24.2058,-50.9185,42,PR
3468,Osasco,-23.5324,-46.7916,11,SP
3469,Oscar Bressane,-22.3149,-50.2811,14,SP
3470,Osório,-29.8881,-50.2667,51,RS
3471,Osvaldo Cruz,-21.7968,-50.8793,18,SP
3472,Otacílio Costa,-27.4789,-50.1231,49,SC
3473,Ourém,-1.54168,-47.1126,91,PA
3474,Ouriçangas,-12.0175,-38.6166,75,BA
3475,Ouricuri,-7.87918,-40.08,87,PE
3476,Ourilândia do Norte,-6.7529,-51.0858,94,PA
3477,Ourinhos,-22.9797,-49.8697,14,SP
3478,Ourizona,-23.4053,-52.1964,44,PR
3479,Ouro,-27.3379,-51.6194,49,SC
3480,Ouro Branco,-20.5263,-43.6962,31,MG
3481,Ouro Branco,-6.6958,-36.9428,84,RN
3482,Ouro Branco,-9.15884,-37.3556,82,AL
3483,Ouro Fino,-22.2779,-46.3716,35,MG
3484,Ouro Preto,-20.3796,-43.512,31,MG
3485,Ouro Preto do Oeste,-10.7167,-62.2565,69,RO
3486,Ouro Velho,-7.61604,-37.1519,83,PB
3487,Ouro Verde,-26.692,-52.3108,49,SC
3488,Ouro Verde,-21.4872,-51.7024,18,SP
3489,Ouro Verde de Goiás,-16.2181,-49.1942,62,GO
