,municipio,latitude,longitude,ddd,estado
3490,Ouro Verde de Minas,-18.0719,-41.2734,33,MG
3491,Ouro Verde do Oeste,-24.7933,-53.9043,45,PR
3492,Ouroeste,-20.0061,-50.3768,17,SP
3493,Ourolândia,-10.9578,-41.0756,74,BA
3494,Ouvidor,-18.2277,-47.8355,64,GO
3495,Pacaembu,-21.5627,-51.2654,18,SP
3496,Pacajá,-3.83542,-50.6399,91,PA
3497,Pacajus,-4.17107,-38.465,85,CE
3498,Pacaraima,4.4799,-61.1477,95,RR
3499,Pacatuba,-3.9784,-38.6183,85,CE
3500,Pacatuba,-10.4538,-36.6531,79,SE
3501,Paço do Lumiar,-2.51657,-44.1019,98,MA
3502,Pacoti,-4.22492,-38.922,85,CE
3503,Pacujá,-3.98327,-40.6989,88,CE
3504,Padre Bernardo,-15.1605,-48.2833,61,DF
3505,Padre Carvalho,-16.3646,-42.5088,38,MG
3506,Padre Marcos,-7.35101,-40.8997,89,PI
3507,Padre Paraíso,-17.0758,-41.4821,33,MG
3508,Paes Landim,-7.77375,-42.2474,89,PI
3509,Pai Pedro,-15.5271,-43.07,38,MG
3510,Paial,-27.2541,-52.4975,49,SC
3511,Paiçandu,-23.4555,-52.046,44,PR
3512,Paim Filho,-27.7075,-51.763,54,RS
3513,Paineiras,-18.8993,-45.5321,37,MG
3514,Painel,-27.9234,-50.0972,49,SC
3515,Pains,-20.3705,-45.6627,37,MG
3516,Paiva,-21.2913,-43.4088,32,MG
3517,Pajeú do Piauí,-7.85508,-42.8248,89,PI
3518,Palestina,-9.67493,-37.339,82,AL
3519,Palestina,-20.39,-49.4309,17,SP
3520,Palestina de Goiás,-16.7392,-51.5309,64,GO
3521,Palestina do Pará,-5.74027,-48.3181,94,PA
3522,Palhano,-4.73672,-37.9655,88,CE
3523,Palhoça,-27.6455,-48.6697,48,SC
3524,Palma,-21.3748,-42.3123,32,MG
3525,Palma Sola,-26.3471,-53.2771,49,SC
3526,Palmácia,-4.13831,-38.8446,85,CE
3527,Palmares,-8.68423,-35.589,81,PE
3528,Palmares do Sul,-30.2535,-50.5103,51,RS
3529,Palmares Paulista,-21.0854,-48.8037,17,SP
3530,Palmas,-26.4839,-51.9888,46,PR
3531,Palmas,-10.24,-48.3558,63,TO
3532,Palmas de Monte Alto,-14.2676,-43.1609,77,BA
3533,Palmeira,-25.4257,-50.007,42,PR
3534,Palmeira,-27.583,-50.1577,49,SC
3535,Palmeira d'Oeste,-20.4148,-50.7632,17,SP
3536,Palmeira das Missões,-27.9007,-53.3134,55,RS
3537,Palmeira do Piauí,-8.73076,-44.2466,89,PI
3538,Palmeira dos Índios,-9.40568,-36.6328,82,AL
3539,Palmeirais,-5.97086,-43.056,86,PI
3540,Palmeirândia,-2.64433,-44.8933,98,MA
3541,Palmeirante,-7.84786,-47.9242,63,TO
3542,Palmeiras,-12.5059,-41.5809,75,BA
3543,Palmeiras de Goiás,-16.8044,-49.924,64,GO
3544,Palmeiras do Tocantins,-6.61658,-47.5464,63,TO
3545,Palmeirina,-9.0109,-36.3242,87,PE
3546,Palmeirópolis,-13.0447,-48.4026,63,TO
3547,Palmelo,-17.3258,-48.426,64,GO
3548,Palminópolis,-16.7924,-50.1652,64,GO
3549,Palmital,-22.7858,-50.218,18,SP
3550,Palmital,-24.8853,-52.2029,42,PR
3551,Palmitinho,-27.3596,-53.558,55,RS
3552,Palmitos,-27.0702,-53.1586,49,SC
3553,Palmópolis,-16.7364,-40.4296,33,MG
3554,Palotina,-24.2868,-53.8404,44,PR
3555,Panamá,-18.1783,-49.355,64,GO
3556,Panambi,-28.2833,-53.5023,55,RS
3557,Pancas,-19.2229,-40.8534,27,ES
3558,Panelas,-8.66121,-36.0125,81,PE
3559,Panorama,-21.354,-51.8562,18,SP
3560,Pantano Grande,-30.1902,-52.3729,51,RS
3561,Pão de Açúcar,-9.74032,-37.4403,82,AL
3562,Papagaios,-19.4419,-44.7468,37,MG
3563,Papanduva,-26.3777,-50.1419,47,SC
3564,Paquetá,-7.10303,-41.7,89,PI
3565,Pará de Minas,-19.8534,-44.6114,37,MG
3566,Paracambi,-22.6078,-43.7108,21,RJ
3567,Paracatu,-17.2252,-46.8711,38,MG
3568,Paracuru,-3.41436,-39.03,85,CE
3569,Paragominas,-3.00212,-47.3527,91,PA
3570,Paraguaçu,-21.5465,-45.7374,35,MG
3571,Paraguaçu Paulista,-22.4114,-50.5732,18,SP
3572,Paraí,-28.5964,-51.7896,54,RS
3573,Paraíba do Sul,-22.1585,-43.304,24,RJ
3574,Paraibano,-6.4264,-43.9792,99,MA
3575,Paraibuna,-23.3872,-45.6639,12,SP
3576,Paraipaba,-3.43799,-39.1479,85,CE
3577,Paraíso,-21.0159,-48.7761,17,SP
3578,Paraíso,-26.62,-53.6716,49,SC
3579,Paraíso das Águas,-19.0216,-53.0116,67,MS
3580,Paraíso do Norte,-23.2824,-52.6054,44,PR
3581,Paraíso do Sul,-29.6717,-53.144,55,RS
3582,Paraíso do Tocantins,-10.175,-48.8823,63,TO
3583,Paraisópolis,-22.5539,-45.7803,35,MG
3584,Parambu,-6.20768,-40.6905,88,CE
3585,Paramirim,-13.4388,-42.2395,77,BA
3586,Paramoti,-4.08815,-39.2417,85,CE
3587,Paranã,-12.6167,-47.8734,63,TO
3588,Paraná,-6.47565,-38.3057,84,RN
3589,Paranacity,-22.9297,-52.1549,44,PR
3590,Paranaguá,-25.5161,-48.5225,41,PR
3591,Paranaíba,-19.6746,-51.1909,67,MS
3592,Paranaiguara,-18.9141,-50.6539,64,GO
3593,Paranaíta,-9.65835,-56.4786,66,MT
3594,Paranapanema,-23.3862,-48.7214,14,SP
3595,Paranapoema,-22.6412,-52.0905,44,PR
3596,Paranapuã,-20.1048,-50.5886,17,SP
3597,Paranatama,-8.91875,-36.6549,87,PE
3598,Paranatinga,-14.4265,-54.0524,66,MT
3599,Paranavaí,-23.0816,-52.4617,44,PR
3600,Paranhos,-23.8911,-55.429,67,MS
3601,Paraopeba,-19.2732,-44.4044,31,MG
3602,Parapuã,-21.7792,-50.7949,18,SP
3603,Parari,-7.30975,-36.6522,83,PB
3604,Paratinga,-12.687,-43.1798,77,BA
3605,Paraty,-23.2221,-44.7175,24,RJ
3606,Paraú,-5.76893,-37.1032,84,RN
3607,Parauapebas,-6.06781,-49.9037,94,PA
3608,Paraúna,-16.9463,-50.4484,64,GO
3609,Parazinho,-5.22276,-35.8398,84,RN
3610,Pardinho,-23.0841,-48.3679,14,SP
3611,Pareci Novo,-29.6365,-51.3974,51,RS
3612,Parecis,-12.1754,-61.6032,69,RO
3613,Parelhas,-6.68491,-36.6566,84,RN
3614,Pariconha,-9.25634,-37.9988,82,AL
3615,Parintins,-2.63741,-56.729,92,AM
3616,Paripiranga,-10.6859,-37.8626,75,BA
3617,Paripueira,-9.46313,-35.552,82,AL
3618,Pariquera-Açu,-24.7147,-47.8742,13,SP
3619,Parisi,-20.3034,-50.0163,17,SP
3620,Parnaguá,-10.2166,-44.63,89,PI
3621,Parnaíba,-2.90585,-41.7754,86,PI
3622,Parnamirim,-5.91116,-35.271,84,RN
3623,Parnamirim,-8.08729,-39.5795,87,PE
3624,Parnarama,-5.67365,-43.1011,99,MA
3625,Parobé,-29.6243,-50.8312,51,RS
3626,Passa e Fica,-6.43018,-35.6442,84,RN
3627,Passa Quatro,-22.3871,-44.9709,35,MG
3628,Passa Sete,-29.4577,-52.9599,51,RS
3629,Passa Tempo,-20.6539,-44.4926,37,MG
3630,Passa-Vinte,-22.2097,-44.2344,32,MG
3631,Passabém,-19.3509,-43.1383,31,MG
3632,Passagem,-6.27268,-35.37,84,RN
3633,Passagem,-7.13467,-37.0433,83,PB
3634,Passagem Franca,-6.17745,-43.7755,99,MA
3635,Passagem Franca do Piauí,-5.86036,-42.4436,86,PI
3636,Passira,-7.9971,-35.5813,81,PE
3637,Passo de Camaragibe,-9.24511,-35.4745,82,AL
3638,Passo de Torres,-29.3099,-49.722,48,SC
3639,Passo do Sobrado,-29.748,-52.2748,51,RS
3640,Passo Fundo,-28.2576,-52.4091,54,RS
3641,Passos,-20.7193,-46.609,35,MG
3642,Passos Maia,-26.7829,-52.0568,49,SC
3643,Pastos Bons,-6.60296,-44.0745,99,MA
3644,Patis,-16.0773,-44.0787,38,MG
3645,Pato Bragado,-24.6271,-54.2265,45,PR
3646,Pato Branco,-26.2292,-52.6706,46,PR
3647,Patos,-7.01743,-37.2747,83,PB
3648,Patos de Minas,-18.5699,-46.5013,34,MG
3649,Patos do Piauí,-7.67231,-41.2408,89,PI
3650,Patrocínio,-18.9379,-46.9934,34,MG
3651,Patrocínio do Muriaé,-21.1544,-42.2125,32,MG
3652,Patrocínio Paulista,-20.6384,-47.2801,16,SP
3653,Patu,-6.10656,-37.6356,84,RN
3654,Paty do Alferes,-22.4309,-43.4285,24,RJ
3655,Pau Brasil,-15.4572,-39.6458,73,BA
3656,Pau d'Arco,-1.59772,-46.9268,94,PA
3657,Pau D'Arco,-7.53919,-49.367,63,TO
3658,Pau D'Arco do Piauí,-5.26072,-42.3908,86,PI
3659,Pau dos Ferros,-6.10498,-38.2077,84,RN
3660,Paudalho,-7.90287,-35.1716,81,PE
3661,Pauini,-7.71311,-66.992,97,AM
3662,Paula Cândido,-20.8754,-42.9752,32,MG
3663,Paula Freitas,-26.2105,-50.931,42,PR
3664,Paulicéia,-21.3153,-51.8321,18,SP
3665,Paulínia,-22.7542,-47.1488,19,SP
3666,Paulino Neves,-2.72094,-42.5258,98,MA
3667,Paulista,-6.59138,-37.6185,83,PB
3668,Paulista,-7.93401,-34.8684,81,PE
3669,Paulistana,-8.13436,-41.1431,89,PI
3670,Paulistânia,-22.5768,-49.4008,14,SP
3671,Paulistas,-18.4276,-42.8628,33,MG
3672,Paulo Afonso,-9.3983,-38.2216,75,BA
3673,Paulo Bento,-27.7051,-52.4169,54,RS
3674,Paulo de Faria,-20.0296,-49.4,17,SP
3675,Paulo Frontin,-26.0466,-50.8304,42,PR
3676,Paulo Jacinto,-9.36792,-36.3672,82,AL
3677,Paulo Lopes,-27.9607,-48.6864,48,SC
3678,Paulo Ramos,-4.44485,-45.2398,98,MA
3679,Pavão,-17.4267,-41.0035,33,MG
3680,Paverama,-29.5486,-51.7339,51,RS
3681,Pavussu,-7.96059,-43.2284,89,PI
3682,Pé de Serra,-11.8313,-39.611,75,BA
3683,Peabiru,-23.914,-52.3431,44,PR
3684,Peçanha,-18.5441,-42.5583,33,MG
3685,Pederneiras,-22.3511,-48.7781,14,SP
3686,Pedra,-8.49641,-36.94,87,PE
3687,Pedra Azul,-16.0086,-41.2909,33,MG
3688,Pedra Bela,-22.7902,-46.4455,11,SP
3689,Pedra Bonita,-20.5219,-42.3304,31,MG
3690,Pedra Branca,-7.42169,-38.0689,83,PB
3691,Pedra Branca,-5.45341,-39.7078,88,CE
3692,Pedra Branca do Amapari,0.777424,-51.9503,96,AP
3693,Pedra do Anta,-20.5968,-42.7123,31,MG
3694,Pedra do Indaiá,-20.2563,-45.2107,37,MG
3695,Pedra Dourada,-20.8266,-42.1515,32,MG
3696,Pedra Grande,-5.14988,-35.876,84,RN
3697,Pedra Lavrada,-6.74997,-36.4758,83,PB
3698,Pedra Mole,-10.6134,-37.6922,79,SE
3699,Pedra Preta,-5.57352,-36.1084,84,RN
3700,Pedra Preta,-16.6245,-54.4722,66,MT
3701,Pedralva,-22.2386,-45.4654,35,MG
3702,Pedranópolis,-20.2474,-50.1129,17,SP
3703,Pedrão,-12.1491,-38.6487,75,BA
3704,Pedras Altas,-31.7365,-53.5814,53,RS
3705,Pedras de Fogo,-7.39107,-35.1065,83,PB
3706,Pedras de Maria da Cruz,-15.6032,-44.391,38,MG
3707,Pedras Grandes,-28.4339,-49.1949,48,SC
3708,Pedregulho,-20.2535,-47.4775,16,SP
3709,Pedreira,-22.7413,-46.8948,19,SP
3710,Pedreiras,-4.56482,-44.6006,99,MA
3711,Pedrinhas,-11.1902,-37.6775,79,SE
3712,Pedrinhas Paulista,-22.8174,-50.7933,18,SP
3713,Pedrinópolis,-19.2241,-47.4579,34,MG
3714,Pedro Afonso,-8.97034,-48.1729,63,TO
3715,Pedro Alexandre,-10.012,-37.8932,75,BA
3716,Pedro Avelino,-5.5161,-36.3867,84,RN
3717,Pedro Canário,-18.3004,-39.9574,27,ES
3718,Pedro de Toledo,-24.2764,-47.2354,13,SP
3719,Pedro do Rosário,-2.97272,-45.3493,98,MA
3720,Pedro Gomes,-18.0996,-54.5507,67,MS
3721,Pedro II,-4.42585,-41.4482,86,PI
3722,Pedro Laurentino,-8.06807,-42.2847,89,PI
3723,Pedro Leopoldo,-19.6308,-44.0383,31,MG
3724,Pedro Osório,-31.8642,-52.8184,53,RS
3725,Pedro Régis,-6.63323,-35.2966,83,PB
3726,Pedro Teixeira,-21.7076,-43.743,32,MG
3727,Pedro Velho,-6.4356,-35.2195,84,RN
3728,Peixe,-12.0254,-48.5395,63,TO
3729,Peixe-Boi,-1.19382,-47.324,91,PA
3730,Peixoto de Azevedo,-10.2262,-54.9794,66,MT
3731,Pejuçara,-28.4283,-53.6579,55,RS
3732,Pelotas,-31.7649,-52.3371,53,RS
3733,Penaforte,-7.82163,-39.0707,88,CE
3734,Penalva,-3.27674,-45.1768,98,MA
3735,Penápolis,-21.4148,-50.0769,18,SP
3736,Pendências,-5.2564,-36.7095,84,RN
3737,Penedo,-10.2874,-36.5819,82,AL
3738,Penha,-26.7754,-48.6465,47,SC
3739,Pentecoste,-3.79274,-39.2692,85,CE
3740,Pequeri,-21.8341,-43.1145,32,MG
3741,Pequi,-19.6284,-44.6604,37,MG
3742,Pequizeiro,-8.5932,-48.9327,63,TO
3743,Perdigão,-19.9411,-45.078,37,MG
3744,Perdizes,-19.3434,-47.2963,34,MG
3745,Perdões,-21.0932,-45.0896,35,MG
3746,Pereira Barreto,-20.6368,-51.1123,18,SP
3747,Pereiras,-23.0804,-47.972,14,SP
3748,Pereiro,-6.03576,-38.4624,88,CE
3749,Peri Mirim,-2.57676,-44.8504,98,MA
3750,Periquito,-19.1573,-42.2333,33,MG
3751,Peritiba,-27.3754,-51.9018,49,SC
3752,Peritoró,-4.37459,-44.3369,99,MA
3753,Perobal,-23.8949,-53.4098,44,PR
3754,Pérola,-23.8039,-53.6834,44,PR
3755,Pérola d'Oeste,-25.8278,-53.7433,46,PR
3756,Perolândia,-17.5258,-52.065,64,GO
3757,Peruíbe,-24.312,-47.0012,13,SP
3758,Pescador,-18.357,-41.6006,33,MG
3759,Pescaria Brava,-28.3966,-48.8864,48,SC
3760,Pesqueira,-8.35797,-36.6978,87,PE
3761,Petrolândia,-9.06863,-38.3027,87,PE
3762,Petrolândia,-27.5346,-49.6937,47,SC
3763,Petrolina,-9.38866,-40.5027,87,PE
3764,Petrolina de Goiás,-16.0968,-49.3364,62,GO
3765,Petrópolis,-22.52,-43.1926,24,RJ
3766,Piaçabuçu,-10.406,-36.434,82,AL
3767,Piacatu,-21.5921,-50.6003,18,SP
3768,Piancó,-7.19282,-37.9289,83,PB
3769,Piatã,-13.1465,-41.7702,77,BA
3770,Piau,-21.5096,-43.313,32,MG
3771,Picada Café,-29.4464,-51.1367,54,RS
3772,Piçarra,-6.43778,-48.8716,94,PA
3773,Picos,-7.07721,-41.467,89,PI
3774,Picuí,-6.50845,-36.3497,83,PB
3775,Piedade,-23.7139,-47.4256,15,SP
3776,Piedade de Caratinga,-19.7593,-42.0756,33,MG
3777,Piedade de Ponte Nova,-20.2438,-42.7379,31,MG
3778,Piedade do Rio Grande,-21.469,-44.1938,32,MG
3779,Piedade dos Gerais,-20.4715,-44.2243,31,MG
3780,Piên,-26.0965,-49.4336,41,PR
3781,Pilão Arcado,-10.0051,-42.4936,74,BA
3782,Pilar,-7.26403,-35.2523,83,PB
3783,Pilar,-9.60135,-35.9543,82,AL
3784,Pilar de Goiás,-14.7608,-49.5784,62,GO
3785,Pilar do Sul,-23.8077,-47.7222,15,SP
3786,Pilões,-6.26364,-38.0461,84,RN
3787,Pilões,-6.86827,-35.613,83,PB
3788,Pilõezinhos,-6.84277,-35.531,83,PB
3789,Pimenta,-20.4827,-45.8049,37,MG
3790,Pimenta Bueno,-11.672,-61.198,69,RO
3791,Pimenteiras,-6.23839,-41.4113,89,PI
3792,Pimenteiras do Oeste,-13.4823,-61.0471,69,RO
3793,Pindaí,-14.4921,-42.686,77,BA
3794,Pindamonhangaba,-22.9246,-45.4613,12,SP
3795,Pindaré-Mirim,-3.60985,-45.342,98,MA
3796,Pindoba,-9.47382,-36.2918,82,AL
3797,Pindobaçu,-10.7433,-40.3675,74,BA
3798,Pindorama,-21.1853,-48.9086,17,SP
3799,Pindorama do Tocantins,-11.1311,-47.5726,63,TO
3800,Pindoretama,-4.01584,-38.3061,85,CE
3801,Pingo-d'Água,-19.7287,-42.4095,33,MG
3802,Pinhais,-25.4429,-49.1927,41,PR
3803,Pinhal,-27.508,-53.2082,55,RS
3804,Pinhal da Serra,-27.8751,-51.1673,54,RS
3805,Pinhal de São Bento,-26.0324,-53.482,46,PR
3806,Pinhal Grande,-29.345,-53.3206,55,RS
3807,Pinhalão,-23.7982,-50.0536,43,PR
3808,Pinhalzinho,-22.7811,-46.5897,11,SP
3809,Pinhalzinho,-26.8495,-52.9913,49,SC
3810,Pinhão,-10.5677,-37.7242,79,SE
3811,Pinhão,-25.6944,-51.6536,42,PR
3812,Pinheiral,-22.5172,-44.0022,24,RJ
3813,Pinheirinho do Vale,-27.2109,-53.608,55,RS
3814,Pinheiro,-2.52224,-45.0788,98,MA
3815,Pinheiro Machado,-31.5794,-53.3798,53,RS
3816,Pinheiro Preto,-27.0483,-51.2243,49,SC
3817,Pinheiros,-18.4141,-40.2171,27,ES
3818,Pintadas,-11.8117,-39.9009,75,BA
3819,Pinto Bandeira,-29.0975,-51.4503,54,RS
3820,Pintópolis,-16.0572,-45.1402,38,MG
3821,Pio IX,-6.83002,-40.6083,89,PI
3822,Pio XII,-3.89315,-45.1759,98,MA
3823,Piquerobi,-21.8747,-51.7282,18,SP
3824,Piquet Carneiro,-5.80025,-39.417,88,CE
3825,Piquete,-22.6069,-45.1869,12,SP
3826,Piracaia,-23.0525,-46.3594,11,SP
3827,Piracanjuba,-17.302,-49.017,64,GO
3828,Piracema,-20.5089,-44.4783,37,MG
3829,Piracicaba,-22.7338,-47.6476,19,SP
3830,Piracuruca,-3.93335,-41.7088,86,PI
3831,Piraí,-22.6215,-43.9081,24,RJ
3832,Piraí do Norte,-13.759,-39.3836,73,BA
3833,Piraí do Sul,-24.5306,-49.9433,42,PR
3834,Piraju,-23.1981,-49.3803,14,SP
3835,Pirajuba,-19.9092,-48.7027,34,MG
3836,Pirajuí,-21.999,-49.4608,14,SP
3837,Pirambu,-10.7215,-36.8544,79,SE
3838,Piranga,-20.6834,-43.2967,31,MG
3839,Pirangi,-21.0886,-48.6607,17,SP
3840,Piranguçu,-22.5249,-45.4945,35,MG
3841,Piranguinho,-22.395,-45.5324,35,MG
3842,Piranhas,-9.624,-37.757,82,AL
3843,Piranhas,-16.4258,-51.8235,64,GO
3844,Pirapemas,-3.72041,-44.2216,98,MA
3845,Pirapetinga,-21.6554,-42.3434,32,MG
3846,Pirapó,-28.0439,-55.2001,55,RS
3847,Pirapora,-17.3392,-44.934,38,MG
3848,Pirapora do Bom Jesus,-23.3965,-46.9991,11,SP
3849,Pirapozinho,-22.2711,-51.4976,18,SP
3850,Piraquara,-25.4422,-49.0624,41,PR
3851,Piraquê,-6.77302,-48.2958,63,TO
3852,Pirassununga,-21.996,-47.4257,19,SP
3853,Piratini,-31.4473,-53.0973,53,RS
3854,Piratininga,-22.4142,-49.1339,14,SP
3855,Piratuba,-27.4242,-51.7668,49,SC
3856,Piraúba,-21.2825,-43.0172,32,MG
3857,Pirenópolis,-15.8507,-48.9584,62,GO
3858,Pires do Rio,-17.3019,-48.2768,64,GO
3859,Pires Ferreira,-4.23922,-40.6442,88,CE
3860,Piripá,-14.9444,-41.7168,77,BA
3861,Piripiri,-4.27157,-41.7716,86,PI
3862,Piritiba,-11.73,-40.5587,74,BA
3863,Pirpirituba,-6.77922,-35.4906,83,PB
3864,Pitanga,-24.7588,-51.7596,42,PR
3865,Pitangueiras,-21.0132,-48.221,16,SP
3866,Pitangueiras,-23.2281,-51.5873,43,PR
3867,Pitangui,-19.6741,-44.8964,37,MG
3868,Pitimbu,-7.4664,-34.8151,83,PB
3869,Pium,-10.442,-49.1876,63,TO
3870,Piúma,-20.8334,-40.7268,28,ES
3871,Piumhi,-20.4762,-45.9589,37,MG
3872,Placas,-3.86813,-54.2124,93,PA
3873,Plácido de Castro,-10.2806,-67.1371,68,AC
3874,Planaltina,-15.452,-47.6089,61,DF
3875,Planaltina do Paraná,-23.0101,-52.9162,44,PR
3876,Planaltino,-13.2618,-40.3695,73,BA
3877,Planalto,-14.6654,-40.4718,77,BA
3878,Planalto,-27.3297,-53.0575,55,RS
3879,Planalto,-21.0342,-49.933,18,SP
3880,Planalto,-25.7211,-53.7642,46,PR
3881,Planalto Alegre,-27.0704,-52.867,49,SC
3882,Planalto da Serra,-14.6518,-54.7819,66,MT
3883,Planura,-20.1376,-48.7,34,MG
3884,Platina,-22.6371,-50.2104,18,SP
3885,Poá,-23.5333,-46.3473,11,SP
3886,Poção,-8.18726,-36.7111,87,PE
3887,Poção de Pedras,-4.74626,-44.9432,99,MA
3888,Pocinhos,-7.06658,-36.0668,83,PB
3889,Poço Branco,-5.62233,-35.6635,84,RN
3890,Poço Dantas,-6.39876,-38.4909,83,PB
3891,Poço das Antas,-29.4481,-51.6719,51,RS
3892,Poço das Trincheiras,-9.30742,-37.2889,82,AL
3893,Poço de José de Moura,-6.56401,-38.5111,83,PB
3894,Poço Fundo,-21.78,-45.9658,35,MG
3895,Poço Redondo,-9.80616,-37.6833,79,SE
3896,Poço Verde,-10.7151,-38.1813,79,SE
3897,Poções,-14.5234,-40.3634,77,BA
3898,Poconé,-16.266,-56.6261,65,MT
3899,Poços de Caldas,-21.78,-46.5692,35,MG
3900,Pocrane,-19.6208,-41.6334,33,MG
3901,Pojuca,-12.4303,-38.3374,71,BA
3902,Poloni,-20.7829,-49.8258,17,SP
3903,Pombal,-6.76606,-37.8003,83,PB
3904,Pombos,-8.13982,-35.3967,81,PE
3905,Pomerode,-26.7384,-49.1785,47,SC
3906,Pompéia,-22.107,-50.176,14,SP
3907,Pompéu,-19.2257,-45.0141,37,MG
3908,Pongaí,-21.7396,-49.3604,14,SP
3909,Ponta de Pedras,-1.39587,-48.8661,91,PA
3910,Ponta Grossa,-25.0916,-50.1668,42,PR
3911,Ponta Porã,-22.5296,-55.7203,67,MS
3912,Pontal,-21.0216,-48.0423,16,SP
3913,Pontal do Araguaia,-15.9274,-52.3273,66,MT
3914,Pontal do Paraná,-25.6735,-48.5111,41,PR
3915,Pontalina,-17.5225,-49.4489,64,GO
3916,Pontalinda,-20.4396,-50.5258,17,SP
3917,Pontão,-28.0585,-52.6791,54,RS
3918,Ponte Alta,-27.4835,-50.3764,49,SC
3919,Ponte Alta do Bom Jesus,-12.0853,-46.4825,63,TO
3920,Ponte Alta do Norte,-27.1591,-50.4659,49,SC
3921,Ponte Alta do Tocantins,-10.7481,-47.5276,63,TO
3922,Ponte Branca,-16.7584,-52.8369,66,MT
3923,Ponte Nova,-20.4111,-42.8978,31,MG
3924,Ponte Preta,-27.6587,-52.4848,54,RS
3925,Ponte Serrada,-26.8733,-52.0112,49,SC
3926,Pontes e Lacerda,-15.2219,-59.3435,65,MT
3927,Pontes Gestal,-20.1727,-49.7064,17,SP
3928,Ponto Belo,-18.1253,-40.5458,27,ES
3929,Ponto Chique,-16.6282,-45.0588,38,MG
3930,Ponto dos Volantes,-16.7473,-41.5025,33,MG
3931,Ponto Novo,-10.8653,-40.1311,74,BA
3932,Populina,-19.9453,-50.538,17,SP
3933,Poranga,-4.74672,-40.9205,88,CE
3934,Porangaba,-23.1761,-48.1195,15,SP
3935,Porangatu,-13.4391,-49.1503,62,GO
3936,Porciúncula,-20.9632,-42.0465,22,RJ
3937,Porecatu,-22.7537,-51.3795,43,PR
3938,Portalegre,-6.02064,-37.9865,84,RN
3939,Portão,-29.7015,-51.2429,51,RS
3940,Porteirão,-17.8143,-50.1653,64,GO
3941,Porteiras,-7.52265,-39.114,88,CE
3942,Porteirinha,-15.7404,-43.0281,38,MG
3943,Portel,-1.93639,-50.8194,91,PA
3944,Portelândia,-17.3554,-52.6799,64,GO
3945,Porto,-3.88815,-42.6998,86,PI
3946,Porto Acre,-9.58138,-67.5478,68,AC
3947,Porto Alegre,-30.0318,-51.2065,51,RS
3948,Porto Alegre do Norte,-10.8761,-51.6357,66,MT
3949,Porto Alegre do Piauí,-6.96423,-44.1837,89,PI
3950,Porto Alegre do Tocantins,-11.618,-47.0621,63,TO
3951,Porto Amazonas,-25.54,-49.8946,42,PR
3952,Porto Barreiro,-25.5477,-52.4067,42,PR
3953,Porto Belo,-27.1586,-48.5469,47,SC
3954,Porto Calvo,-9.05195,-35.3987,82,AL
3955,Porto da Folha,-9.91626,-37.2842,79,SE
3956,Porto de Moz,-1.74691,-52.2361,93,PA
3957,Porto de Pedras,-9.16006,-35.3049,82,AL
3958,Porto do Mangue,-5.05441,-36.7887,84,RN
3959,Porto dos Gaúchos,-11.533,-57.4132,66,MT
3960,Porto Esperidião,-15.857,-58.4619,65,MT
3961,Porto Estrela,-15.3235,-57.2204,65,MT
3962,Porto Feliz,-23.2093,-47.5251,15,SP
3963,Porto Ferreira,-21.8498,-47.487,19,SP
3964,Porto Firme,-20.6642,-43.0834,31,MG
3965,Porto Franco,-6.34149,-47.3962,99,MA
3966,Porto Grande,0.71243,-51.4155,96,AP
3967,Porto Lucena,-27.8569,-55.01,55,RS
3968,Porto Mauá,-27.5796,-54.6657,55,RS
3969,Porto Murtinho,-21.6981,-57.8836,67,MS
3970,Porto Nacional,-10.7027,-48.408,63,TO
3971,Porto Real,-22.4175,-44.2952,24,RJ
3972,Porto Real do Colégio,-10.1849,-36.8376,82,AL
3973,Porto Rico,-22.7747,-53.2677,44,PR
3974,Porto Rico do Maranhão,-1.85925,-44.5842,98,MA
3975,Porto Seguro,-16.4435,-39.0643,73,BA
3976,Porto União,-26.2451,-51.0759,42,PR
3977,Porto Velho,-8.76077,-63.8999,69,RO
3978,Porto Vera Cruz,-27.7405,-54.8994,55,RS
3979,Porto Vitória,-26.1674,-51.231,42,PR
3980,Porto Walter,-8.26323,-72.7537,68,AC
3981,Porto Xavier,-27.9082,-55.1379,55,RS
3982,Posse,-14.0859,-46.3704,62,GO
3983,Poté,-17.8077,-41.786,33,MG
3984,Potengi,-7.09154,-40.0233,88,CE
3985,Potim,-22.8343,-45.2552,12,SP
3986,Potiraguá,-15.5943,-39.8638,73,BA
3987,Potirendaba,-21.0428,-49.3815,17,SP
3988,Potiretama,-5.71287,-38.1578,88,CE
3989,Pouso Alegre,-22.2266,-45.9389,35,MG
3990,Pouso Alto,-22.1964,-44.9748,35,MG
3991,Pouso Novo,-29.1738,-52.2136,51,RS
3992,Pouso Redondo,-27.2567,-49.9301,47,SC
3993,Poxoréu,-15.8299,-54.4208,66,MT
3994,Pracinha,-21.8496,-51.0868,18,SP
3995,Pracuúba,1.74543,-50.7892,96,AP
3996,Prado,-17.3364,-39.2227,73,BA
3997,Prado Ferreira,-23.0357,-51.4429,43,PR
3998,Pradópolis,-21.3626,-48.0679,16,SP
3999,Prados,-21.0597,-44.0778,32,MG
4000,Praia Grande,-24.0084,-46.4121,13,SP
4001,Praia Grande,-29.1918,-49.9525,48,SC
4002,Praia Norte,-5.39281,-47.8111,63,TO
4003,Prainha,-1.798,-53.4779,93,PA
